        P4        day      smi_i  curvature   Swin_max   SWin_int   Qnet_max   Qnet_int     LE_max     LE_int  LEveg_max  LEveg_int LEsoil_max LEsoil_int  LEliq_max  LEliq_int     SH_max     SH_int     GR_max     GR_int evafra_ave        beta_ave     Ra_14h     Ra_ave          Rs_14h          Rs_ave   Anet_min   Resp_max    NEE_min    wce_min   Anet_int   Resp_int    NEE_int    wce_int  wce_h_int  wcs_h_int    wce_wcs      WUEplt_ave      WUEeco_ave      WUEint_ave      WUEplt_std      WUEeco_std      WUEint_std   tm_range     tm_max     qm_ave  co2_range    co2_min      h_max      h_ran  lcl_h_min   wg_range     ts_max  wqe_h_int  wqs_h_int    wqe_wqs    wqe_int    VPD_ave     CD_ave   Anet_SUM    DTU_SUM        DVR evafra_14h  SWnet_12h  SWnet_int    thetam0        lai       cveg     qm_18h    wts_int    wte_int  wts_h_int  wte_h_int   w2_range       wg_0       w2_0
   0.00000 216.0000000        nan    0.00000  783.87000   23.86101  512.68000   14.61709  310.68000    9.02940  300.92000    8.72734    9.76240    0.30207    0.00000    0.00000  181.82000    4.80920   23.82600    0.77848    0.71168         0.65584   25.48000   30.82718       114.20000       123.68111   -1.67800    0.12260   -1.55680   -3.98800  -53.88664    4.31075  -49.57588  -24.78801  -31.82000  -35.94000    0.88536        -4.93837        -4.36450        -0.07945         2.31231         2.05652         0.01610   12.81000  298.85000    9.30904   68.10000  353.80000 1239.50000 1009.45000  114.75000    0.01015  301.12000   -3.89451    3.42166   -1.13819   -7.19486   10.02063  147.00978   53.84000    0.00000    0.00000    0.70890  626.24000   19.13653  286.04000    0.00387    0.00386    9.88000    4.81413    1.10929    6.34082    1.40191    0.00240    0.11000    0.11000
   0.00000 217.0000000        nan    0.00000  783.87000   23.86101  511.67000   14.58578  301.98000    8.78957  293.74000    8.53425    8.24660    0.25532    0.00000    0.00000  189.06000    5.00698   24.15000    0.78923    0.69762         0.69722   25.35000   30.71619       121.70000       131.19222   -1.62200    0.12480   -1.49890   -4.08100  -52.11558    4.37599  -47.73959  -25.93514  -32.65000  -34.31000    0.95162        -4.88208        -4.31696        -0.08156         2.29100         2.04360         0.01680   12.97000  299.01000    9.25309   67.20000  354.70000 1256.50000 1026.45000  114.98000    0.00948  301.36000   -3.87081    3.29661   -1.17418   -7.19262   10.28893  149.69569   52.07000    0.00000    0.00000    0.69209  626.24000   19.13653  286.04000    0.00439    0.00438    9.77900    5.01211    1.14477    6.48429    1.42552    0.00250    0.09980    0.10760
   0.00000 218.0000000        nan    0.00000  783.87000   23.86101  510.56000   14.55136  292.41000    8.52507  285.82000    8.32096    6.61570    0.20411    0.00000    0.00000  197.03000    5.22544   24.49900    0.80085    0.68199         0.74539   25.20000   30.58064       130.40000       139.80861   -1.56300    0.12730   -1.43760   -4.17700  -50.23429    4.44813  -45.78616  -27.18005  -33.53000  -32.59000    1.02884        -4.82405        -4.26804        -0.08386         2.26840         2.02961         0.01757   13.14000  299.18000    9.19346   66.40000  355.50000 1274.90000 1044.85000  115.15000    0.00908  301.63000   -3.84447    3.16263   -1.21559   -7.18723   10.58236  152.63689   50.19000    0.00000    0.00000    0.67334  626.24000   19.13653  286.04000    0.00497    0.00496    9.67100    5.23081    1.18398    6.63989    1.45120    0.00260    0.09030    0.10510
   0.00000 219.0000000        nan    0.00000  783.87000   23.86101  509.35000   14.51371  281.91000    8.23470  277.05000    8.08461    4.91260    0.15008    0.00000    0.00000  205.79000    5.46571   24.87300    0.81331    0.66470         0.80176   25.05000   30.42219       140.50000       149.74889   -1.50000    0.13010   -1.37210   -4.28300  -48.23427    4.52779  -43.70648  -28.53241  -34.47000  -30.80000    1.11916        -4.76457        -4.21720        -0.08634         2.24447         2.01502         0.01841   13.32000  299.36000    9.13021   65.60000  356.30000 1294.80000 1064.75000  115.26000    0.00808  301.92000   -3.81553    3.01951   -1.26362   -7.17803   10.90189  155.84300   48.19000    0.00000    0.00000    0.65258  626.24000   19.13653  286.04000    0.00563    0.00562    9.55600    5.47131    1.22715    6.80774    1.47900    0.00268    0.08141    0.10250
   0.00000 220.0000000        nan    0.00000  783.87000   23.86101  508.06000   14.47343  270.61000    7.92280  267.33000    7.82118    3.35940    0.10160    0.00000    0.00000  215.25000    5.72438   25.26300    0.82625    0.64597         0.86713   24.90000   30.25481       152.30000       161.22319   -1.43300    0.13310   -1.30230   -4.39600  -46.11150    4.61451  -41.49700  -29.99404  -35.46000  -28.94000    1.22529        -4.70499        -4.16131        -0.08900         2.21908         1.99908         0.01933   13.52000  299.56000    9.06428   64.70000  357.20000 1316.00000 1085.94000  115.30000    0.00593  302.22000   -3.78362    2.86958   -1.31853   -7.16268   11.24314  159.28131   46.07000    0.00000    0.00000    0.63014  626.24000   19.13653  286.04000    0.00639    0.00636    9.43800    5.73025    1.27370    6.98508    1.50846    0.00268    0.07371    0.09980
   0.00000 221.0000000        nan    0.00000  783.87000   23.86101  506.74000   14.43285  259.14000    7.60711  256.92000    7.53781    2.28390    0.06930    0.00000    0.00000  224.89000    5.98699   25.64400    0.83875    0.62680         0.93909   24.75000   30.09664       165.30000       173.98167   -1.36400    0.13620   -1.23050   -4.50800  -43.93879    4.70436  -39.23443  -31.50496  -36.47000  -27.08000    1.34675        -4.64842        -4.09773        -0.09168         2.19372         1.97987         0.02027   13.72000  299.76000    8.99951   63.90000  358.00000 1337.20000 1107.14000  115.34000    0.00365  302.53000   -3.75049    2.72154   -1.37808   -7.14172   11.58671  162.76018   43.90000    0.00000    0.00000    0.60730  626.24000   19.13653  286.04000    0.00724    0.00721    9.32200    5.99311    1.32103    7.16179    1.53792    0.00262    0.06841    0.09710
   0.00000 222.0000000        nan    0.00000  783.87000   23.86101  505.46000   14.39338  247.95000    7.29906  246.27000    7.24631    1.72460    0.05274    0.00000    0.00000  234.32000    6.24397   25.99800    0.85037    0.60788         1.01533   24.61000   29.94754       179.50000       187.71222   -1.29600    0.13940   -1.15970   -4.62000  -41.80138    4.79402  -37.00736  -33.00480  -37.45000  -25.29000    1.48082        -4.59682        -4.02799        -0.09428         2.16953         1.95571         0.02119   13.91000  299.95000    8.93834   63.00000  358.90000 1357.60000 1127.54000  115.37000    0.00239  302.83000   -3.71791    2.58086   -1.44057   -7.11748   11.91988  166.14747   41.76000    0.00000    0.00000    0.58473  626.24000   19.13653  286.04000    0.00820    0.00817    9.21400    6.25037    1.36740    7.33122    1.56624    0.00251    0.06571    0.09450
   0.00000 223.0000000        nan    0.00000  783.87000   23.86101  504.20000   14.35437  236.84000    6.99334  235.44000    6.94954    1.42810    0.04381    0.00000    0.00000  243.68000    6.49962   26.33600    0.86141    0.58890         1.09753   24.48000   29.79733       194.90000       202.59431   -1.22900    0.14260   -1.08980   -4.72900  -39.70059    4.88446  -34.81613  -34.49597  -38.40000  -23.57000    1.62919        -4.54889        -3.95461        -0.09686         2.14638         1.92824         0.02211   14.09000  300.13000    8.87958   62.30000  359.60000 1377.60000 1147.54000  115.49000    0.00187  303.13000   -3.68579    2.44510   -1.50742   -7.09050   12.24855  169.49972   39.66000    0.00000    0.00000    0.56207  626.24000   19.13653  286.04000    0.00929    0.00925    9.10900    6.50628    1.41357    7.49681    1.59402    0.00238    0.06441    0.09200
   0.00000 224.0000000        nan    0.00000  783.87000   23.86101  502.95000   14.31544  225.72000    6.68721  224.53000    6.64962    1.22470    0.03759    0.00000    0.00000  253.06000    6.75616   26.66100    0.87206    0.56969         1.18736   24.35000   29.64292       211.90000       218.80528   -1.16300    0.14580   -1.02100   -4.83500  -37.63908    4.97606  -32.66302  -35.98240  -39.34000  -21.90000    1.79635        -4.50377        -3.87943        -0.09941         2.12384         1.89929         0.02303   14.27000  300.31000    8.82250   61.60000  360.30000 1397.30000 1167.24000  115.51000    0.00158  303.42000   -3.65360    2.31255   -1.57990   -7.06038   12.57536  172.84829   37.60000    0.00000    0.00000    0.53911  626.24000   19.13653  286.04000    0.01053    0.01047    9.00900    6.76308    1.45995    7.66004    1.62146    0.00225    0.06361    0.08960
   0.00000 225.0000000        nan    0.00000  783.87000   23.86101  501.69000   14.27660  214.61000    6.38089  213.57000    6.34832    1.06120    0.03257    0.00000    0.00000  262.45000    7.01338   26.97500    0.88232    0.55027         1.28599   24.22000   29.48350       230.40000       236.47917   -1.09900    0.14900   -0.95360   -4.94200  -35.62313    5.06845  -30.55468  -37.46014  -40.24000  -20.31000    1.98129        -4.46137        -3.80304        -0.10194         2.10194         1.86970         0.02396   14.45000  300.49000    8.76704   60.90000  361.00000 1416.90000 1186.84000  115.53000    0.00137  303.71000   -3.62137    2.18300   -1.65890   -7.02730   12.90113  176.18824   35.59000    0.00000    0.00000    0.51593  626.24000   19.13653  286.04000    0.01193    0.01185    8.91100    7.02057    1.50648    7.82088    1.64857    0.00213    0.06301    0.08730
   0.00000 226.0000000        nan    0.00000  783.87000   23.86101  500.51000   14.23978  204.05000    6.08962  203.16000    6.06128    0.92276    0.02834    0.00000    0.00000  271.39000    7.25842   27.26200    0.89174    0.53161         1.38918   24.11000   29.32742       249.80000       254.81764   -1.03900    0.15220   -0.89060   -5.03900  -33.74675    5.15730  -28.58945  -38.85609  -41.09000  -18.84000    2.18100        -4.42318        -3.72888        -0.10434         2.08157         1.84108         0.02484   14.62000  300.66000    8.71578   60.30000  361.60000 1435.20000 1205.13000  115.54000    0.00118  303.98000   -3.59053    2.06252   -1.74084   -6.99281   13.20916  179.35799   33.72000    0.00000    0.00000    0.49370  626.24000   19.13653  286.04000    0.01351    0.01342    8.82100    7.26586    1.55084    7.97165    1.67404    0.00201    0.06251    0.08520
   0.00000 227.0000000        nan    0.00000  783.87000   23.86101  499.35000   14.20353  193.66000    5.80207  192.87000    5.77732    0.80572    0.02475    0.00000    0.00000  280.21000    7.50076   27.53500    0.90069    0.51302         1.50149   24.00000   29.16897       270.90000       274.62125   -0.98040    0.15530   -0.82910   -5.13800  -31.92972    5.24571  -26.68400  -40.22665  -41.90000  -17.45000    2.40115        -4.38746        -3.65356        -0.10669         2.06198         1.81210         0.02570   14.79000  300.83000    8.66635   59.70000  362.20000 1453.10000 1223.03000  115.56000    0.00101  304.25000   -3.56011    1.94603   -1.82942   -6.95624   13.51264  182.48492   31.90000    0.00000    0.00000    0.47158  626.24000   19.13653  286.04000    0.01531    0.01519    8.73400    7.50846    1.59475    8.11874    1.69893    0.00189    0.06211    0.08320
   0.00000 228.0000000        nan    0.00000  783.87000   23.86101  498.21000   14.16803  183.47000    5.51983  182.79000    5.49805    0.70931    0.02178    0.00000    0.00000  288.87000    7.73906   27.79200    0.90915    0.49460         1.62349   23.89000   29.00633       293.70000       295.95556   -0.92400    0.15840   -0.77000   -5.23100  -30.17700    5.33339  -24.84361  -41.56768  -42.68000  -16.12000    2.64764        -4.35406        -3.57670        -0.10898         2.04311         1.78253         0.02656   14.95000  300.99000    8.61903   59.10000  362.80000 1470.50000 1240.43000  115.56000    0.00090  304.51000   -3.53012    1.83386   -1.92497   -6.91782   13.80929  185.54989   30.15000    0.00000    0.00000    0.44971  626.24000   19.13653  286.04000    0.01734    0.01719    8.65200    7.74700    1.63794    8.26117    1.72309    0.00178    0.06181    0.08130
   0.00000 229.0000000        nan    0.00000  783.87000   23.86101  497.10000   14.13347  173.56000    5.24443  172.95000    5.22506    0.63293    0.01938    0.00000    0.00000  297.32000    7.97197   28.03300    0.91708    0.47646         1.75569   23.79000   28.84349       318.40000       318.88903   -0.86990    0.16150   -0.71330   -5.32200  -28.49387    5.41953  -23.07435  -42.87110  -43.43000  -14.86000    2.92261        -4.32297        -3.49816        -0.11121         2.02494         1.75225         0.02739   15.10000  301.14000    8.57385   58.60000  363.30000 1487.30000 1257.23000  115.56000    0.00083  304.76000   -3.50070    1.72635   -2.02781   -6.87802   14.09827  188.53825   28.47000    0.00000    0.00000    0.42822  626.24000   19.13653  286.04000    0.01964    0.01945    8.57300    7.98013    1.68019    8.39852    1.74641    0.00168    0.06161    0.07950
   0.00000 230.0000000        nan    0.00000  783.87000   23.86101  496.03000   14.09993  163.96000    4.97659  163.43000    4.95985    0.54525    0.01674    0.00000    0.00000  305.53000    8.19885   28.25800    0.92449    0.45865         1.89910   23.69000   28.68136       344.90000       343.47736   -0.81820    0.16450   -0.65890   -5.41000  -26.88417    5.50413  -21.38003  -44.13419  -44.15000  -13.68000    3.22734        -4.29398        -3.41831        -0.11337         2.00742         1.72200         0.02820   15.25000  301.29000    8.53081   58.20000  363.70000 1503.50000 1273.43000  115.56000    0.00069  305.01000   -3.47191    1.62351   -2.13852   -6.83694   14.37844  191.44942   26.86000    0.00000    0.00000    0.40723  626.24000   19.13653  286.04000    0.02225    0.02200    8.49900    8.20726    1.72137    8.53078    1.76891    0.00158    0.06131    0.07780
   0.00000 231.0000000        nan    0.00000  783.87000   23.86101  495.01000   14.06773  154.75000    4.71896  154.28000    4.70392    0.49220    0.01504    0.00000    0.00000  313.42000    8.41744   28.46400    0.93131    0.44135         2.05312   23.60000   28.52253       373.40000       369.70042   -0.76900    0.16740   -0.60730   -5.49500  -25.35351    5.58630  -19.76721  -45.34839  -44.82000  -12.56000    3.56847        -4.26728        -3.33611        -0.11544         1.99106         1.69062         0.02897   15.39000  301.43000    8.49024   57.70000  364.20000 1518.90000 1288.83000  115.56000    0.00066  305.24000   -3.44422    1.52617   -2.25678   -6.79574   14.64757  194.24775   25.33000    0.00000    0.00000    0.38694  626.24000   19.13653  286.04000    0.02519    0.02488    8.42900    8.42608    1.76106    8.65655    1.79033    0.00148    0.06120    0.07620
   0.00000 232.0000000        nan    0.00000  783.87000   23.86101  494.03000   14.03685  145.95000    4.47167  145.54000    4.45859    0.42733    0.01307    0.00000    0.00000  320.98000    8.62758   28.65300    0.93760    0.42460         2.21888   23.52000   28.36726       403.70000       397.58125   -0.72250    0.17020   -0.55840   -5.57400  -23.90491    5.66567  -18.23924  -46.51049  -45.47000  -11.52000    3.94705        -4.24253        -3.25244        -0.11743         1.97523         1.65899         0.02972   15.53000  301.57000    8.45198   57.30000  364.60000 1533.60000 1303.53000  115.56000    0.00056  305.46000   -3.41743    1.43401   -2.38312   -6.75409   14.90573  196.93796   23.89000    0.00000    0.00000    0.36739  626.24000   19.13653  286.04000    0.02853    0.02813    8.36300    8.63643    1.79923    8.77620    1.81074    0.00139    0.06100    0.07470
   0.00000 233.0000000        nan    0.00000  783.87000   23.86101  493.10000   14.00757  137.64000    4.23676  137.28000    4.22514    0.38117    0.01162    0.00000    0.00000  328.15000    8.82749   28.82400    0.94331    0.40856         2.39548   23.44000   28.21700       435.70000       427.01861   -0.67890    0.17290   -0.51250   -5.65300  -22.54248    5.74173  -16.80075  -47.61332  -46.07000  -10.55000    4.36682        -4.21984        -3.16666        -0.11931         1.96041         1.62630         0.03042   15.65000  301.69000    8.41623   57.00000  364.90000 1547.40000 1317.33000  115.56000    0.00052  305.67000   -3.39181    1.34765   -2.51684   -6.71295   15.15064  199.49744   22.52000    0.00000    0.00000    0.34876  626.24000   19.13653  286.04000    0.03230    0.03179    8.30200    8.83654    1.83556    8.88894    1.82998    0.00130    0.06090    0.07330
   0.00000 234.0000000        nan    0.00000  783.87000   23.86101  492.23000   13.97990  129.82000    4.01457  129.51000    4.00466    0.32285    0.00990    0.00000    0.00000  334.92000    9.01684   28.97800    0.94849    0.39325         2.58328   23.37000   28.07221       469.30000       457.91792   -0.63820    0.17540   -0.46950   -5.72300  -21.26890    5.81420  -15.45470  -48.65553  -46.63000   -9.64500    4.83463        -4.19903        -3.07972        -0.12109         1.94645         1.59363         0.03109   15.77000  301.81000    8.38292   56.60000  365.30000 1560.40000 1330.33000  115.56000    0.00040  305.86000   -3.36747    1.26683   -2.65818   -6.67258   15.38247  201.91987   21.25000    0.00000    0.00000    0.33110  626.24000   19.13653  286.04000    0.03657    0.03591    8.24500    9.02609    1.86998    8.99455    1.84803    0.00122    0.06070    0.07200
   0.00000 235.0000000        nan    0.00000  783.87000   23.86101  491.41000   13.95404  122.55000    3.80686  122.28000    3.79820    0.28266    0.00866    0.00000    0.00000  341.24000    9.19409   29.11500    0.95310    0.37883         2.78035   23.31000   27.93563       504.20000       490.04083   -0.60050    0.17780   -0.42980   -5.79300  -20.08732    5.88239  -14.20493  -49.63044  -47.15000   -8.81700    5.34762        -4.18015        -2.99119        -0.12275         1.93362         1.55992         0.03171   15.88000  301.92000    8.35222   56.30000  365.60000 1572.40000 1342.33000  115.56000    0.00035  306.04000   -3.34467    1.19217   -2.80552   -6.63362   15.59869  204.18829   20.07000    0.00000    0.00000    0.31457  626.24000   19.13653  286.04000    0.04140    0.04055    8.19300    9.20351    1.90222    9.09277    1.86483    0.00115    0.06060    0.07080
   0.00000 236.0000000        nan    0.00000  783.87000   23.86101  490.66000   13.93009  115.85000    3.61414  115.62000    3.60662    0.24525    0.00752    0.00000    0.00000  347.08000    9.35875   29.23500    0.95720    0.36535         2.98556   23.25000   27.80650       540.10000       523.11861   -0.56590    0.18010   -0.39330   -5.85700  -18.99993    5.94619  -13.05374  -50.53517  -47.63000   -8.06000    5.90943        -4.16308        -2.90200        -0.12429         1.92163         1.52563         0.03229   15.98000  302.02000    8.32407   56.00000  365.90000 1583.50000 1353.42000  115.56000    0.00030  306.21000   -3.32327    1.12352   -2.95791   -6.59629   15.79944  206.29592   18.99000    0.00000    0.00000    0.29921  626.24000   19.13653  286.04000    0.04685    0.04577    8.14500    9.36834    1.93217    9.18313    1.88029    0.00108    0.06050    0.06970
   0.32000 216.0000000        nan    1.00000  783.87000   23.86101  513.85000   14.65235  320.74000    9.30449  311.25000    9.01112    9.48640    0.29337    0.00000    0.00000  173.51000    4.58702   23.29600    0.76085    0.72728         0.61103   25.63000   30.89551       105.10000       114.47183   -1.75600    0.11990   -1.63750   -3.86800  -56.41071    4.23362  -52.17709  -23.25685  -30.68000  -38.24000    0.80230        -5.00884        -4.45903        -0.07690         2.34018         2.09234         0.01528   12.63000  298.67000    9.37578   69.20000  352.70000 1220.00000  989.95000  114.41000    0.00980  300.84000   -3.92394    3.57013   -1.09910   -7.20015    9.71346  143.88897   56.36000    0.00000    0.00000    0.72744  626.24000   19.13653  286.04000    0.00387    0.00386   10.00000    4.59172    1.06947    6.17595    1.37492    0.00250    0.11000    0.11000
   0.32000 217.0000000        nan    1.00000  783.87000   23.86101  512.89000   14.62279  312.57000    9.07949  304.49000    8.82928    8.08360    0.25020    0.00000    0.00000  180.34000    4.77253   23.59700    0.77078    0.71419         0.64770   25.50000   30.79476       111.80000       121.18986   -1.70200    0.12200   -1.58130   -3.95700  -54.65645    4.29462  -50.36183  -24.36313  -31.50000  -36.59000    0.86089        -4.95123        -4.41007        -0.07893         2.31893         2.07904         0.01593   12.78000  298.82000    9.32110   68.40000  353.50000 1236.20000 1006.15000  114.70000    0.00919  301.07000   -3.90140    3.44874   -1.13125   -7.20055    9.96859  146.44142   54.60000    0.00000    0.00000    0.71188  626.24000   19.13653  286.04000    0.00439    0.00438    9.90100    4.77742    1.10272    6.31340    1.39746    0.00260    0.10020    0.10750
   0.32000 218.0000000        nan    1.00000  783.87000   23.86101  511.83000   14.58997  303.48000    8.82885  296.94000    8.62622    6.56560    0.20264    0.00000    0.00000  187.91000    4.97946   23.92400    0.78165    0.69950         0.69056   25.36000   30.67133       119.60000       128.94458   -1.64300    0.12430   -1.52030   -4.05500  -52.77774    4.36267  -48.41506  -25.57456  -32.38000  -34.85000    0.92912        -4.89146        -4.35933        -0.08115         2.29637         2.06463         0.01666   12.94000  298.98000    9.26227   67.50000  354.40000 1254.00000 1023.95000  114.95000    0.00887  301.33000   -3.87646    3.31744   -1.16851   -7.19856   10.24990  149.25806   52.73000    0.00000    0.00000    0.69435  626.24000   19.13653  286.04000    0.00497    0.00496    9.79400    4.98457    1.13984    6.46393    1.42222    0.00270    0.09100    0.10490
   0.32000 219.0000000        nan    1.00000  783.87000   23.86101  510.66000   14.55362  293.40000    8.55026  288.49000    8.39853    4.95980    0.15173    0.00000    0.00000  196.33000    5.20984   24.28100    0.79351    0.68306         0.74104   25.21000   30.52339       128.60000       137.95819   -1.58000    0.12700   -1.45470   -4.15800  -50.76038    4.43875  -46.32164  -26.90071  -33.33000  -33.01000    1.00969        -4.82947        -4.30611        -0.08358         2.27223         2.04928         0.01747   13.13000  299.17000    9.19915   66.60000  355.30000 1273.40000 1043.35000  115.14000    0.00807  301.61000   -3.84869    3.17567   -1.21193   -7.19316   10.55983  152.36586   50.71000    0.00000    0.00000    0.67464  626.24000   19.13653  286.04000    0.00563    0.00562    9.68000    5.21519    1.18119    6.62843    1.44937    0.00274    0.08231    0.10220
   0.32000 220.0000000        nan    1.00000  783.87000   23.86101  509.43000   14.51535  282.72000    8.25569  279.35000    8.15127    3.44980    0.10443    0.00000    0.00000  205.27000    5.45393   24.65000    0.80572    0.66553         0.79820   25.06000   30.36719       138.90000       148.07986   -1.51400    0.12980   -1.38620   -4.26800  -48.67429    4.51997  -44.15432  -28.30168  -34.30000  -31.15000    1.10112        -4.76851        -4.25073        -0.08613         2.24726         2.03363         0.01833   13.32000  299.36000    9.13449   65.70000  356.20000 1293.80000 1063.75000  115.26000    0.00615  301.90000   -3.81860    3.02955   -1.26045   -7.18268   10.88532  155.63678   48.63000    0.00000    0.00000    0.65370  626.24000   19.13653  286.04000    0.00639    0.00636    9.56300    5.45953    1.22507    6.79926    1.47765    0.00275    0.07461    0.09950
   0.32000 221.0000000        nan    1.00000  783.87000   23.86101  508.16000   14.47619  271.72000    7.95292  269.43000    7.88154    2.35680    0.07137    0.00000    0.00000  214.50000    5.70550   25.01600    0.81777    0.64734         0.86158   24.91000   30.21718       150.50000       159.40750   -1.44600    0.13280   -1.31550   -4.38000  -46.51527    4.60531  -41.90997  -29.76663  -35.30000  -29.26000    1.20643        -4.70980        -4.18816        -0.08874         2.22200         2.01498         0.01923   13.51000  299.55000    9.07000   64.90000  357.00000 1314.40000 1084.34000  115.30000    0.00392  302.20000   -3.78704    2.88313   -1.31352   -7.16691   11.21785  158.99640   46.47000    0.00000    0.00000    0.63201  626.24000   19.13653  286.04000    0.00724    0.00721    9.44800    5.71136    1.27037    6.97207    1.50636    0.00269    0.06911    0.09680
   0.32000 222.0000000        nan    1.00000  783.87000   23.86101  506.86000   14.43611  260.41000    7.64171  258.72000    7.58883    1.73200    0.05287    0.00000    0.00000  224.02000    5.96478   25.37800    0.82963    0.62842         0.93197   24.76000   30.06794       163.50000       172.17444   -1.37500    0.13590   -1.24180   -4.49300  -44.28443    4.69498  -39.58945  -31.29654  -36.32000  -27.35000    1.32797        -4.65355        -4.11699        -0.09141         2.19672         1.99097         0.02017   13.70000  299.74000    9.00591   64.00000  357.90000 1335.40000 1105.34000  115.33000    0.00251  302.51000   -3.75440    2.73678   -1.37183   -7.14677   11.55737  162.44072   44.24000    0.00000    0.00000    0.60946  626.24000   19.13653  286.04000    0.00820    0.00817    9.33300    5.97090    1.31711    7.14671    1.53547    0.00258    0.06601    0.09410
   0.32000 223.0000000        nan    1.00000  783.87000   23.86101  505.56000   14.39595  249.02000    7.32853  247.65000    7.28546    1.40470    0.04306    0.00000    0.00000  233.61000    6.22633   25.72800    0.84111    0.60918         1.00867   24.62000   29.91728       178.00000       186.18472   -1.30500    0.13910   -1.16840   -4.60900  -42.06303    4.78682  -37.27621  -32.83955  -37.34000  -25.50000    1.46431        -4.60081        -4.04132        -0.09407         2.17222         1.96313         0.02111   13.89000  299.93000    8.94364   63.10000  358.80000 1356.20000 1126.14000  115.37000    0.00189  302.81000   -3.72174    2.59376   -1.43488   -7.12327   11.89607  165.89013   42.02000    0.00000    0.00000    0.58646  626.24000   19.13653  286.04000    0.00929    0.00925    9.22300    6.23270    1.36430    7.31942    1.56436    0.00246    0.06451    0.09150
   0.32000 224.0000000        nan    1.00000  783.87000   23.86101  504.25000   14.35530  237.44000    7.01011  236.29000    6.97368    1.18710    0.03643    0.00000    0.00000  243.36000    6.49279   26.07300    0.85240    0.58940         1.09360   24.48000   29.76013       194.00000       201.65694   -1.23400    0.14240   -1.09490   -4.72200  -39.85483    4.88121  -34.97362  -34.39839  -38.34000  -23.69000    1.61840        -4.55068        -3.96315        -0.09675         2.14813         1.93335         0.02207   14.09000  300.13000    8.88240   62.30000  359.60000 1377.00000 1146.94000  115.49000    0.00155  303.12000   -3.68849    2.45228   -1.50411   -7.09588   12.23833  169.38390   39.82000    0.00000    0.00000    0.56281  626.24000   19.13653  286.04000    0.01053    0.01047    9.11400    6.49943    1.41242    7.49201    1.59330    0.00232    0.06361    0.08900
   0.32000 225.0000000        nan    1.00000  783.87000   23.86101  502.98000   14.31589  226.19000    6.70037  225.19000    6.66883    1.02780    0.03153    0.00000    0.00000  252.85000    6.75246   26.39700    0.86304    0.56997         1.18397   24.35000   29.60261       211.10000       218.02056   -1.16700    0.14570   -1.02510   -4.82900  -37.75993    4.97395  -32.78598  -35.90416  -39.28000  -22.00000    1.78545        -4.50507        -3.88640        -0.09934         2.12543         1.90375         0.02301   14.27000  300.31000    8.82473   61.60000  360.30000 1397.00000 1166.94000  115.51000    0.00135  303.41000   -3.65618    2.31818   -1.57717   -7.06613   12.56888  172.77008   37.73000    0.00000    0.00000    0.53956  626.24000   19.13653  286.04000    0.01193    0.01185    9.01200    6.75940    1.45936    7.65714    1.62106    0.00220    0.06301    0.08670
   0.32000 226.0000000        nan    1.00000  783.87000   23.86101  501.70000   14.27626  214.85000    6.38792  213.99000    6.36062    0.89024    0.02731    0.00000    0.00000  262.42000    7.01490   26.71500    0.87346    0.55016         1.28411   24.22000   29.43883       230.10000       236.01194   -1.10100    0.14900   -0.95610   -4.93800  -35.69737    5.06840  -30.62897  -37.41098  -40.21000  -20.37000    1.97398        -4.46179        -3.80807        -0.10193         2.10322         1.87359         0.02395   14.45000  300.49000    8.76818   60.90000  361.00000 1416.90000 1186.84000  115.53000    0.00117  303.71000   -3.62336    2.18619   -1.65739   -7.03244   12.90098  176.17690   35.66000    0.00000    0.00000    0.51588  626.24000   19.13653  286.04000    0.01351    0.01342    8.91200    7.02209    1.50684    7.82138    1.64876    0.00207    0.06251    0.08450
   0.32000 227.0000000        nan    1.00000  783.87000   23.86101  500.43000   14.23667  203.50000    6.07452  202.75000    6.05080    0.77373    0.02372    0.00000    0.00000  272.03000    7.27858   27.02300    0.88357    0.53008         1.39511   24.09000   29.27024       251.10000       255.79222   -1.03600    0.15240   -0.88830   -5.04300  -33.67411    5.16397  -28.51014  -38.91320  -41.12000  -18.79000    2.18840        -4.42080        -3.72773        -0.10450         2.08144         1.84263         0.02490   14.64000  300.68000    8.71312   60.20000  361.70000 1436.60000 1206.53000  115.54000    0.00102  304.00000   -3.59039    2.05677   -1.74564   -6.99571   13.23261  179.58422   33.64000    0.00000    0.00000    0.49194  626.24000   19.13653  286.04000    0.01531    0.01519    8.81500    7.28604    1.55458    7.98349    1.67614    0.00195    0.06211    0.08240
   0.32000 228.0000000        nan    1.00000  783.87000   23.86101  499.16000   14.19731  192.20000    5.76207  191.55000    5.74132    0.67759    0.02074    0.00000    0.00000  281.62000    7.54191   27.32000    0.89333    0.50986         1.51809   23.97000   29.09699       274.20000       277.52264   -0.97310    0.15580   -0.82150   -5.14900  -31.69978    5.26021  -26.43957  -40.40234  -42.00000  -17.28000    2.43056        -4.38228        -3.64514        -0.10705         2.06017         1.81073         0.02584   14.82000  300.86000    8.65963   59.60000  362.30000 1456.00000 1225.93000  115.56000    0.00091  304.29000   -3.55728    1.93053   -1.84264   -6.95571   13.56172  182.98096   31.67000    0.00000    0.00000    0.46785  626.24000   19.13653  286.04000    0.01734    0.01719    8.72100    7.54965    1.60229    8.14277    1.70310    0.00183    0.06181    0.08040
