        P4        day      smi_i  curvature   Swin_max   SWin_int   Qnet_max   Qnet_int     LE_max     LE_int  LEveg_max  LEveg_int LEsoil_max LEsoil_int  LEliq_max  LEliq_int     SH_max     SH_int     GR_max     GR_int evafra_ave        beta_ave     Ra_14h     Ra_ave          Rs_14h          Rs_ave   Anet_min   Resp_max    NEE_min    wce_min   Anet_int   Resp_int    NEE_int    wce_int  wce_h_int  wcs_h_int    wce_wcs      WUEplt_ave      WUEeco_ave      WUEint_ave      WUEplt_std      WUEeco_std      WUEint_std   tm_range     tm_max     qm_ave  co2_range    co2_min      h_max      h_ran  lcl_h_min   wg_range     ts_max  wqe_h_int  wqs_h_int    wqe_wqs    wqe_int    VPD_ave     CD_ave   Anet_SUM    DTU_SUM        DVR evafra_14h  SWnet_12h  SWnet_int    thetam0        lai       cveg     qm_18h    wts_int    wte_int  wts_h_int  wte_h_int   w2_range       wg_0       w2_0
   1.28000 218.0000000        nan    4.00000  783.87000   23.86101  515.13000   14.68972  331.86000    9.60613  325.52000    9.40993    6.35870    0.19620    0.00000    0.00000  164.51000    4.35176   22.43300    0.73182    0.74353         0.56535   25.78000   30.88486        94.71000       103.82868   -1.86400    0.11690   -1.74810   -3.71400  -59.88242    4.14601  -55.73641  -21.27877  -29.16000  -41.37000    0.70486        -5.09312        -4.61644        -0.07395         2.37520         2.16066         0.01433   12.43000  298.47000    9.45176   70.80000  351.10000 1198.60000  968.55000  113.92000    0.00819  300.53000   -3.95860    3.73869   -1.05882   -7.21008    9.38138  140.44253   59.83000    0.00000    0.00000    0.74667  626.24000   19.13653  286.04000    0.00497    0.00496   10.13000    4.35623    1.02737    5.99652    1.34575    0.00280    0.09260    0.10460
   1.28000 219.0000000        nan    4.00000  783.87000   23.86101  514.18000   14.66036  323.83000    9.38530  318.88000    9.23179    5.00430    0.15351    0.00000    0.00000  171.24000    4.53430   22.70400    0.74074    0.73076         0.59929   25.65000   30.77494       100.90000       110.03024   -1.80700    0.11890   -1.68940   -3.80600  -58.04926    4.20542  -53.84384  -22.39969  -30.01000  -39.61000    0.75764        -5.03081        -4.56433        -0.07600         2.35300         2.14652         0.01497   12.58000  298.62000    9.39563   69.90000  352.00000 1214.90000  984.85000  114.30000    0.00771  300.76000   -3.93643    3.61509   -1.08889   -7.21358    9.63589  142.99015   57.99000    0.00000    0.00000    0.73158  626.24000   19.13653  286.04000    0.00563    0.00562   10.03000    4.53896    1.06006    6.13493    1.36836    0.00289    0.08451    0.10180
   1.28000 220.0000000        nan    4.00000  783.87000   23.86101  513.10000   14.62717  314.73000    9.13466  311.13000    9.02322    3.66920    0.11142    0.00000    0.00000  178.88000    4.74176   23.00900    0.75076    0.71619         0.63972   25.50000   30.64793       108.20000       117.39504   -1.74400    0.12120   -1.62420   -3.90900  -56.01717    4.27335  -51.74382  -23.66306  -30.96000  -37.70000    0.82122        -4.96485        -4.50639        -0.07829         2.32870         2.13045         0.01571   12.75000  298.79000    9.33408   69.00000  352.90000 1233.10000 1003.05000  114.65000    0.00650  301.02000   -3.91121    3.47874   -1.12432   -7.21469    9.92206  145.85635   55.96000    0.00000    0.00000    0.71430  626.24000   19.13653  286.04000    0.00639    0.00636    9.92100    4.74662    1.09725    6.28942    1.39369    0.00291    0.07711    0.09890
   1.28000 221.0000000        nan    4.00000  783.87000   23.86101  511.94000   14.59131  304.82000    8.86222  302.37000    8.78576    2.53210    0.07646    0.00000    0.00000  187.20000    4.96763   23.33500    0.76146    0.70022         0.68625   25.35000   30.51504       116.70000       125.89792   -1.67600    0.12380   -1.55380   -4.01900  -53.83802    4.34844  -49.48959  -25.03929  -31.97000  -35.69000    0.89577        -4.89827        -4.44240        -0.08076         2.30308         2.11228         0.01651   12.93000  298.97000    9.26940   68.00000  353.90000 1252.60000 1022.55000  114.94000    0.00454  301.30000   -3.88316    3.33448   -1.16455   -7.21146   10.23034  148.95456   53.79000    0.00000    0.00000    0.69537  626.24000   19.13653  286.04000    0.00724    0.00721    9.80400    4.97272    1.13780    6.45418    1.42078    0.00287    0.07101    0.09600
   1.28000 222.0000000        nan    4.00000  783.87000   23.86101  510.69000   14.55296  294.16000    8.56936  292.43000    8.51492    1.79430    0.05443    0.00000    0.00000  196.15000    5.21094   23.67700    0.77266    0.68289         0.73947   25.20000   30.37886       126.60000       135.75819   -1.60300    0.12670   -1.47810   -4.13400  -51.49871    4.43085  -47.06786  -26.53379  -33.05000  -33.58000    0.98422        -4.83174        -4.36894        -0.08339         2.27638         2.08914         0.01739   13.13000  299.17000    9.20227   66.90000  355.00000 1273.30000 1043.25000  115.14000    0.00292  301.60000   -3.85290    3.18399   -1.21009   -7.20414   10.55854  152.26607   51.45000    0.00000    0.00000    0.67478  626.24000   19.13653  286.04000    0.00820    0.00817    9.68400    5.21630    1.18153    6.62809    1.44949    0.00278    0.06711    0.09310
   1.28000 223.0000000        nan    4.00000  783.87000   23.86101  509.39000   14.51287  282.96000    8.26155  281.62000    8.21944    1.38000    0.04211    0.00000    0.00000  205.56000    5.46716   24.02800    0.78417    0.66449         0.79923   25.04000   30.23697       138.00000       146.92764   -1.52700    0.12970   -1.39930   -4.25600  -49.07878    4.51891  -44.55987  -28.10404  -34.15000  -31.45000    1.08585        -4.76728        -4.28929        -0.08612         2.24961         2.06164         0.01832   13.32000  299.36000    9.13444   65.90000  356.00000 1294.70000 1064.65000  115.26000    0.00203  301.91000   -3.82145    3.03099   -1.26079   -7.19317   10.89990  155.71968   49.03000    0.00000    0.00000    0.65285  626.24000   19.13653  286.04000    0.00929    0.00925    9.56200    5.47276    1.22763    6.80744    1.47922    0.00267    0.06501    0.09030
   1.28000 224.0000000        nan    4.00000  783.87000   23.86101  508.02000   14.47053  271.06000    7.93458  269.97000    7.90021    1.12310    0.03437    0.00000    0.00000  215.55000    5.73976   24.39400    0.79620    0.64475         0.86752   24.88000   30.08328       151.00000       159.69847   -1.44800    0.13300   -1.31740   -4.38000  -46.57967    4.61351  -41.96616  -29.75701  -35.28000  -29.29000    1.20451        -4.70406        -4.20479        -0.08898         2.22249         2.03097         0.01931   13.53000  299.57000    9.06514   64.90000  357.00000 1317.00000 1086.94000  115.30000    0.00158  302.24000   -3.78796    2.87366   -1.31817   -7.17743   11.25870  159.36594   46.54000    0.00000    0.00000    0.62922  626.24000   19.13653  286.04000    0.01053    0.01047    9.43700    5.74564    1.27673    6.99403    1.51025    0.00253    0.06381    0.08760
   1.28000 225.0000000        nan    4.00000  783.87000   23.86101  506.63000   14.42748  258.90000    7.60033  257.98000    7.57154    0.93898    0.02877    0.00000    0.00000  225.76000    6.01886   24.76200    0.80832    0.62437         0.94321   24.72000   29.92249       165.50000       173.78750   -1.37000    0.13640   -1.23630   -4.50200  -44.10988    4.71138  -39.39850  -31.42543  -36.40000  -27.21000    1.33774        -4.64445        -4.11978        -0.09186         2.19587         1.99933         0.02032   13.74000  299.78000    8.99702   63.90000  358.00000 1339.50000 1109.44000  115.34000    0.00128  302.56000   -3.75386    2.71794   -1.38114   -7.15715   11.62214  163.06365   44.07000    0.00000    0.00000    0.60475  626.24000   19.13653  286.04000    0.01193    0.01185    9.31500    6.02503    1.32705    7.18119    1.54149    0.00240    0.06301    0.08510
   1.28000 226.0000000        nan    4.00000  783.87000   23.86101  505.17000   14.38231  246.07000    7.24755  245.29000    7.22289    0.80679    0.02467    0.00000    0.00000  236.54000    6.31384   25.14300    0.82090    0.60262         1.03048   24.56000   29.74703       182.20000       189.93986   -1.29000    0.14010   -1.15290   -4.63000  -41.58718    4.81557  -36.77160  -33.16709  -37.53000  -25.12000    1.49403        -4.58627        -4.03087        -0.09486         2.16891         1.96560         0.02139   13.96000  300.00000    8.92773   63.00000  358.90000 1362.80000 1132.74000  115.37000    0.00113  302.91000   -3.71771    2.55853   -1.45307   -7.13121   12.00251  166.94333   41.55000    0.00000    0.00000    0.57863  626.24000   19.13653  286.04000    0.01351    0.01342    9.19100    6.32032    1.38029    7.37474    1.57389    0.00226    0.06251    0.08270
   1.28000 227.0000000        nan    4.00000  783.87000   23.86101  503.64000   14.33497  232.57000    6.87613  231.92000    6.85534    0.67922    0.02078    0.00000    0.00000  247.89000    6.62490   25.53900    0.83394    0.57946         1.13202   24.40000   29.55807       201.70000       208.55708   -1.20800    0.14400   -1.06750   -4.76200  -39.02040    4.92622  -34.09418  -34.97853  -38.68000  -23.04000    1.67882        -4.52958        -3.93815        -0.09798         2.14146         1.93040         0.02251   14.18000  300.22000    8.85744   62.00000  359.90000 1386.90000 1156.84000  115.50000    0.00094  303.26000   -3.67935    2.39567   -1.53583   -7.09885   12.39980  171.00492   38.98000    0.00000    0.00000    0.55082  626.24000   19.13653  286.04000    0.01531    0.01519    9.06600    6.63170    1.43649    7.57447    1.60743    0.00212    0.06201    0.08040
   1.28000 228.0000000        nan    4.00000  783.87000   23.86101  502.14000   14.28807  219.15000    6.50623  218.59000    6.48867    0.57336    0.01756    0.00000    0.00000  259.20000    6.93515   25.92500    0.84670    0.55613         1.24470   24.25000   29.36462       223.30000       229.03097   -1.12900    0.14790   -0.98500   -4.88800  -36.54241    5.03754  -31.50487  -36.76555  -39.79000  -21.07000    1.88847        -4.47721        -3.84529        -0.10105         2.11505         1.89515         0.02363   14.40000  300.44000    8.78992   61.20000  360.70000 1410.60000 1180.54000  115.52000    0.00078  303.61000   -3.64109    2.23820   -1.62680   -7.06177   12.79275  175.03217   36.51000    0.00000    0.00000    0.52281  626.24000   19.13653  286.04000    0.01734    0.01719    8.94700    6.94226    1.49260    7.76977    1.64033    0.00199    0.06161    0.07830
   1.28000 229.0000000        nan    4.00000  783.87000   23.86101  500.59000   14.23991  205.32000    6.12463  204.85000    6.10976    0.48635    0.01488    0.00000    0.00000  270.87000    7.25566   26.31600    0.85962    0.53178         1.37537   24.10000   29.15935       248.40000       252.54708   -1.04900    0.15200   -0.90180   -5.01600  -34.05708    5.15368  -28.90340  -38.59442  -40.90000  -19.13000    2.13800        -4.42688        -3.74752        -0.10418         2.08857         1.85802         0.02479   14.62000  300.66000    8.72259   60.40000  361.50000 1434.60000 1204.54000  115.54000    0.00065  303.97000   -3.60122    2.08013   -1.73125   -7.01838   13.19558  179.17587   34.03000    0.00000    0.00000    0.49366  626.24000   19.13653  286.04000    0.01964    0.01945    8.82800    7.26309    1.55061    7.96737    1.67371    0.00185    0.06130    0.07630
   1.28000 230.0000000        nan    4.00000  783.87000   23.86101  499.10000   14.19351  191.97000    5.75527  191.56000    5.74245    0.41974    0.01281    0.00000    0.00000  282.17000    7.56636   26.68600    0.87188    0.50793         1.51872   23.95000   28.95592       275.80000       278.08069   -0.97410    0.15600   -0.82280   -5.14100  -31.71406    5.26722  -26.44684  -40.35467  -41.95000  -17.34000    2.41926        -4.38146        -3.64970        -0.10719         2.06351         1.82088         0.02591   14.83000  300.87000    8.65955   59.60000  362.30000 1457.50000 1227.43000  115.56000    0.00058  304.31000   -3.56235    1.93108   -1.84474   -6.97165   13.58358  183.17833   31.69000    0.00000    0.00000    0.46518  626.24000   19.13653  286.04000    0.02225    0.02200    8.71700    7.57413    1.60690    8.15539    1.70554    0.00172    0.06110    0.07450
   1.28000 231.0000000        nan    4.00000  783.87000   23.86101  497.61000   14.14686  178.53000    5.38243  178.19000    5.37157    0.35618    0.01086    0.00000    0.00000  293.57000    7.88042   27.05200    0.88400    0.48356         1.68404   23.82000   28.74510       307.30000       307.18444   -0.89990    0.16010   -0.74510   -5.26400  -29.40456    5.38322  -24.02135  -42.12147  -42.97000  -15.60000    2.75449        -4.33839        -3.54632        -0.11021         2.03873         1.78198         0.02703   15.04000  301.08000    8.59775   58.90000  363.00000 1480.30000 1250.23000  115.56000    0.00049  304.66000   -3.52275    1.78421   -1.97440   -6.91981   13.97376  187.21479   29.38000    0.00000    0.00000    0.43622  626.24000   19.13653  286.04000    0.02519    0.02488    8.60900    7.88851    1.66384    8.34196    1.73718    0.00160    0.06090    0.07280
   1.28000 232.0000000        nan    4.00000  783.87000   23.86101  496.12000   14.10036  165.14000    5.00949  164.85000    5.00047    0.29552    0.00902    0.00000    0.00000  304.96000    8.19499   27.40900    0.89589    0.45890         1.87511   23.68000   28.52908       343.40000       340.38625   -0.82720    0.16430   -0.66900   -5.38400  -27.14453    5.50024  -21.64429  -43.88173  -43.97000  -13.93000    3.15650        -4.29781        -3.43632        -0.11321         2.01437         1.74108         0.02816   15.25000  301.29000    8.53765   58.20000  363.70000 1502.80000 1272.73000  115.56000    0.00039  304.99000   -3.48281    1.64059   -2.12289   -6.86345   14.36241  191.24842   27.12000    0.00000    0.00000    0.40707  626.24000   19.13653  286.04000    0.02853    0.02813    8.50500    8.20340    1.72091    8.52568    1.76841    0.00147    0.06070    0.07120
   1.28000 233.0000000        nan    4.00000  783.87000   23.86101  494.66000   14.05450  151.95000    4.64046  151.71000    4.63279    0.25238    0.00767    0.00000    0.00000  316.21000    8.50665   27.75400    0.90739    0.43421         2.09594   23.56000   28.30881       384.90000       378.27458   -0.75680    0.16840   -0.59520   -5.50600  -24.95012    5.61750  -19.33262  -45.62024  -44.94000  -12.33000    3.64477        -4.25989        -3.31801        -0.11617         1.99071         1.69717         0.02927   15.45000  301.49000    8.47980   57.60000  364.30000 1524.70000 1294.63000  115.56000    0.00035  305.32000   -3.44293    1.50152   -2.29296   -6.80333   14.74607  195.24144   24.93000    0.00000    0.00000    0.37807  626.24000   19.13653  286.04000    0.03230    0.03179    8.40500    8.51539    1.77749    8.70481    1.79892    0.00135    0.06060    0.06970
   1.28000 234.0000000        nan    4.00000  783.87000   23.86101  493.24000   14.00969  139.10000    4.27863  138.90000    4.27222    0.21183    0.00641    0.00000    0.00000  327.22000    8.81264   28.08300    0.91842    0.40970         2.35191   23.44000   28.08839       432.40000       421.52569   -0.68900    0.17260   -0.52400   -5.62400  -22.83659    5.73368  -17.10291  -47.32201  -45.88000  -10.82000    4.24030        -4.22463        -3.19015        -0.11906         1.96770         1.64989         0.03036   15.64000  301.68000    8.42444   57.00000  364.90000 1546.00000 1315.93000  115.56000    0.00030  305.64000   -3.40342    1.36778   -2.48829   -6.74031   15.12135  199.16025   22.82000    0.00000    0.00000    0.34951  626.24000   19.13653  286.04000    0.03657    0.03591    8.31000    8.82168    1.83307    8.87777    1.82841    0.00124    0.06050    0.06830
   1.28000 235.0000000        nan    4.00000  783.87000   23.86101  491.97000   13.96972  127.70000    3.95516  127.54000    3.94986    0.17540    0.00530    0.00000    0.00000  337.03000    9.08648   28.36900    0.92806    0.38753         2.62353   23.33000   27.88896       482.10000       466.68833   -0.62950    0.17630   -0.46150   -5.72800  -20.97612    5.83864  -15.13749  -48.84211  -46.70000   -9.50200    4.91475        -4.19456        -3.06258        -0.12163         1.94730         1.60276         0.03133   15.81000  301.85000    8.37603   56.50000  365.40000 1564.70000 1334.63000  115.56000    0.00025  305.93000   -3.36777    1.25028   -2.69362   -6.68048   15.45630  202.67210   20.96000    0.00000    0.00000    0.32391  626.24000   19.13653  286.04000    0.04140    0.04055    8.22800    9.09580    1.88284    9.03061    1.85451    0.00114    0.06040    0.06710
   1.28000 236.0000000        nan    4.00000  783.87000   23.86101  490.78000   13.93184  116.98000    3.64810  116.85000    3.64383    0.14115    0.00427    0.00000    0.00000  346.30000    9.34672   28.63300    0.93703    0.36626         2.93009   23.24000   27.69617       537.20000       516.83292   -0.57390    0.17980   -0.40300   -5.83200  -19.23268    5.93939  -13.29329  -50.28556  -47.47000   -8.28400    5.73032        -4.16712        -2.92595        -0.12407         1.92800         1.55193         0.03224   15.97000  302.01000    8.33097   56.10000  365.80000 1582.40000 1352.32000  115.56000    0.00019  306.19000   -3.33357    1.14039   -2.92319   -6.62083   15.77418  206.00751   19.22000    0.00000    0.00000    0.29960  626.24000   19.13653  286.04000    0.04685    0.04577    8.15200    9.35630    1.93015    9.17411    1.87904    0.00104    0.06030    0.06600
   1.60000 216.0000000        nan    5.00000  783.87000   23.86101  517.51000   14.76164  351.66000   10.14825  343.05000    9.88247    8.61950    0.26577    0.00000    0.00000  147.95000    3.90812   21.62400    0.70528    0.77423         0.48790   26.12000   31.08544        80.12000        88.94213   -2.02100    0.11180   -1.91000   -3.46500  -64.99797    3.99894  -60.99902  -18.29383  -26.79000  -46.36000    0.57787        -5.26717        -4.78358        -0.06871         2.43643         2.21141         0.01275   12.05000  298.09000    9.59820   73.40000  348.50000 1157.80000  927.76000  112.59000    0.00880  299.95000   -4.01526    4.05846   -0.98935   -7.19670    8.74798  134.07900   64.94000    0.00000    0.00000    0.78259  626.24000   19.13653  286.04000    0.00387    0.00386   10.40000    3.91213    0.94798    5.64852    1.28926    0.00270    0.11000    0.11000
   1.60000 217.0000000        nan    5.00000  783.87000   23.86101  516.81000   14.74054  345.94000    9.99178  338.47000    9.76073    7.48360    0.23105    0.00000    0.00000  152.78000    4.03746   21.81200    0.71131    0.76530         0.50963   26.01000   31.01892        84.07000        92.97681   -1.97600    0.11320   -1.86390   -3.53700  -63.55288    4.04085  -59.51204  -19.13449  -27.46000  -44.91000    0.61145        -5.21337        -4.74005        -0.07023         2.41822         2.20068         0.01320   12.16000  298.20000    9.55443   72.70000  349.20000 1169.90000  939.86000  113.05000    0.00825  300.12000   -3.99906    3.96357   -1.00896   -7.20296    8.93429  135.94390   63.49000    0.00000    0.00000    0.77221  626.24000   19.13653  286.04000    0.00439    0.00438   10.32000    4.04159    0.97112    5.75168    1.30598    0.00280    0.10120    0.10730
   1.60000 218.0000000        nan    5.00000  783.87000   23.86101  516.02000   14.71644  339.40000    9.81247  333.14000    9.61859    6.28630    0.19388    0.00000    0.00000  158.28000    4.18571   22.02700    0.71826    0.75502         0.53524   25.90000   30.93701        88.73000        97.71690   -1.92700    0.11490   -1.81320   -3.61600  -61.94452    4.08895  -57.85557  -20.08302  -28.22000  -43.33000    0.65128        -5.15534        -4.69217        -0.07196         2.39832         2.18817         0.01372   12.29000  298.33000    9.50579   71.80000  350.10000 1183.50000  953.45000  113.49000    0.00800  300.32000   -3.98081    3.85742   -1.03199   -7.20914    9.14570  138.05582   61.89000    0.00000    0.00000    0.76020  626.24000   19.13653  286.04000    0.00497    0.00496   10.23000    4.19000    0.99765    5.86795    1.32486    0.00290    0.09300    0.10450
   1.60000 219.0000000        nan    5.00000  783.87000   23.86101  515.12000   14.68872  331.87000    9.60530  326.91000    9.45188    5.00050    0.15341    0.00000    0.00000  164.62000    4.35708   22.27500    0.72635    0.74310         0.56586   25.77000   30.83565        94.29000       103.34876   -1.87200    0.11680   -1.75630   -3.70700  -60.14690    4.14447  -56.00243  -21.15868  -29.06000  -41.58000    0.69889        -5.09257        -4.63965        -0.07392         2.37654         2.17414         0.01432   12.43000  298.47000    9.45136   70.90000  351.00000 1199.00000  968.95000  113.93000    0.00762  300.54000   -3.95983    3.73823   -1.05928   -7.21441    9.38736  140.46872   60.09000    0.00000    0.00000    0.74617  626.24000   19.13653  286.04000    0.00563    0.00562   10.13000    4.36154    1.02833    6.00019    1.34640    0.00293    0.08511    0.10160
   1.60000 220.0000000        nan    5.00000  783.87000   23.86101  514.12000   14.65791  323.46000    9.37401  319.83000    9.26163    3.69870    0.11239    0.00000    0.00000  171.68000    4.54852   22.55000    0.73539    0.72972         0.60151   25.63000   30.71921       100.80000       109.87163   -1.81200    0.11890   -1.69420   -3.80400  -58.20184    4.20686  -53.99498  -22.34355  -29.97000  -39.71000    0.75472        -5.02731        -4.58354        -0.07607         2.35309         2.15897         0.01499   12.59000  298.63000    9.39262   70.00000  351.90000 1216.10000  986.05000  114.33000    0.00652  300.78000   -3.93640    3.60875   -1.09079   -7.21779    9.65438  143.14086   58.15000    0.00000    0.00000    0.73037  626.24000   19.13653  286.04000    0.00639    0.00636   10.03000    4.55318    1.06262    6.14520    1.37009    0.00295    0.07771    0.09870
   1.60000 221.0000000        nan    5.00000  783.87000   23.86101  513.03000   14.62429  314.22000    9.12020  311.72000    9.04217    2.58470    0.07802    0.00000    0.00000  179.44000    4.75891   22.85000    0.74520    0.71494         0.64268   25.49000   30.59519       108.30000       117.43861   -1.74600    0.12130   -1.62630   -3.90900  -56.09221    4.27635  -51.81586  -23.64578  -30.94000  -37.73000    0.82004        -4.96055        -4.52086        -0.07841         2.32823         2.14158         0.01574   12.76000  298.80000    9.33021   69.00000  352.90000 1234.50000 1004.45000  114.67000    0.00471  301.04000   -3.91053    3.47061   -1.12676   -7.21798    9.94471  146.05485   56.04000    0.00000    0.00000    0.71289  626.24000   19.13653  286.04000    0.00724    0.00721    9.91400    4.76378    1.10036    6.30178    1.39578    0.00293    0.07161    0.09580
   1.60000 222.0000000        nan    5.00000  783.87000   23.86101  511.84000   14.58789  304.16000    8.84379  302.40000    8.78854    1.82440    0.05525    0.00000    0.00000  187.90000    4.98841   23.17100    0.75569    0.69870         0.69009   25.34000   30.46711       117.10000       126.27097   -1.67500    0.12400   -1.55270   -4.02300  -53.80414    4.35361  -49.45053  -25.07560  -31.99000  -35.64000    0.89759        -4.89309        -4.44897        -0.08094         2.30207         2.11963         0.01657   12.95000  298.99000    9.26465   67.90000  354.00000 1254.40000 1024.35000  114.96000    0.00305  301.33000   -3.88215    3.32442   -1.16777   -7.21466   10.25745  149.20571   53.75000    0.00000    0.00000    0.69365  626.24000   19.13653  286.04000    0.00820    0.00817    9.79500    4.99352    1.14158    6.46890    1.42327    0.00285    0.06751    0.09290
   1.60000 223.0000000        nan    5.00000  783.87000   23.86101  510.59000   14.54943  293.47000    8.55012  292.13000    8.50795    1.38360    0.04216    0.00000    0.00000  196.88000    5.23266   23.50600    0.76667    0.68129         0.74357   25.18000   30.33308       127.30000       136.33111   -1.60000    0.12690   -1.47510   -4.13900  -51.40885    4.43707  -46.97178  -26.59449  -33.08000  -33.50000    0.98746        -4.82679        -4.37028        -0.08358         2.27555         2.09327         0.01745   13.14000  299.18000    9.19764   66.90000  355.00000 1275.10000 1045.05000  115.15000    0.00208  301.63000   -3.85216    3.17418   -1.21359   -7.20776   10.58621  152.53131   51.36000    0.00000    0.00000    0.67292  626.24000   19.13653  286.04000    0.00929    0.00925    9.67500    5.23803    1.18549    6.64305    1.45204    0.00273    0.06521    0.09010
   1.60000 224.0000000        nan    5.00000  783.87000   23.86101  509.26000   14.50840  281.99000    8.23483  280.91000    8.20071    1.11530    0.03411    0.00000    0.00000  206.51000    5.49525   23.86000    0.77833    0.66242         0.80495   25.02000   30.18685       139.00000       147.89889   -1.52200    0.13000   -1.39400   -4.26300  -48.91223    4.52771  -44.38452  -28.20850  -34.22000  -31.31000    1.09294        -4.76135        -4.28633        -0.08638         2.24838         2.06336         0.01840   13.35000  299.39000    9.12854   65.80000  356.10000 1296.90000 1066.85000  115.27000    0.00158  301.94000   -3.82006    3.01815   -1.26570   -7.19664   10.93524  156.06718   48.87000    0.00000    0.00000    0.65034  626.24000   19.13653  286.04000    0.01053    0.01047    9.55000    5.50088    1.23274    6.82621    1.48241    0.00260    0.06391    0.08740
   1.60000 225.0000000        nan    5.00000  783.87000   23.86101  507.84000   14.46446  269.63000    7.89520  268.72000    7.86668    0.93238    0.02852    0.00000    0.00000  216.87000    5.77850   24.23800    0.79077    0.64189         0.87627   24.85000   30.02517       152.70000       161.29972   -1.44000    0.13350   -1.30900   -4.39200  -46.31436    4.62640  -41.68795  -29.92433  -35.39000  -29.08000    1.21699        -4.69642        -4.19755        -0.08935         2.22046         2.03067         0.01943   13.56000  299.60000    9.05704   64.80000  357.10000 1320.10000 1090.04000  115.31000    0.00131  302.28000   -3.78567    2.85566   -1.32567   -7.18047   11.30706  159.84785   46.27000    0.00000    0.00000    0.62570  626.24000   19.13653  286.04000    0.01193    0.01185    9.42200    5.78441    1.28376    7.01969    1.51461    0.00247    0.06311    0.08480
   1.60000 226.0000000        nan    5.00000  783.87000   23.86101  506.32000   14.41745  256.33000    7.52962  255.57000    7.50561    0.78559    0.02402    0.00000    0.00000  228.03000    6.08379   24.64000    0.80404    0.61955         0.96000   24.68000   29.84694       168.90000       176.93208   -1.35500    0.13720   -1.22030   -4.52600  -43.62094    4.73357  -38.88737  -31.74450  -36.60000  -26.81000    1.36516        -4.63214        -4.10409        -0.09249         2.19176         1.99581         0.02054   13.79000  299.83000    8.98311   63.70000  358.20000 1344.60000 1114.54000  115.34000    0.00111  302.64000   -3.74847    2.68644   -1.39533   -7.15788   11.70372  163.88403   43.58000    0.00000    0.00000    0.59885  626.24000   19.13653  286.04000    0.01351    0.01342    9.28900    6.09002    1.33881    7.22344    1.54864    0.00232    0.06251    0.08230
   1.60000 227.0000000        nan    5.00000  783.87000   23.86101  504.78000   14.36954  242.71000    7.15482  242.07000    7.13461    0.66077    0.02020    0.00000    0.00000  239.47000    6.39721   25.04600    0.81749    0.59639         1.05459   24.52000   29.65889       187.10000       194.44111   -1.27000    0.14110   -1.13230   -4.65800  -40.96161    4.84443  -36.11718  -33.58713  -37.79000  -24.63000    1.53431        -4.57161        -4.00996        -0.09567         2.16343         1.96036         0.02168   14.02000  300.06000    8.91023   62.70000  359.20000 1369.20000 1139.14000  115.48000    0.00092  303.00000   -3.71025    2.51851   -1.47319   -7.12961   12.10670  167.99568   40.92000    0.00000    0.00000    0.57098  626.24000   19.13653  286.04000    0.01531    0.01519    9.15900    6.40377    1.39540    7.42802    1.58293    0.00219    0.06201    0.08000
   1.60000 228.0000000        nan    5.00000  783.87000   23.86101  503.15000   14.31907  228.29000    6.75801  227.76000    6.74104    0.55511    0.01697    0.00000    0.00000  251.58000    6.72952   25.47100    0.83154    0.57158         1.16610   24.35000   29.45429       208.60000       214.90292   -1.18300    0.14530   -1.04180   -4.79800  -38.24072    4.96301  -33.27771  -35.51555  -39.01000  -22.43000    1.73919        -4.51242        -3.91054        -0.09898         2.13451         1.92277         0.02288   14.25000  300.29000    8.83610   61.80000  360.10000 1394.80000 1164.74000  115.50000    0.00077  303.38000   -3.66938    2.34618   -1.56398   -7.09368   12.52969  172.32371   38.21000    0.00000    0.00000    0.54113  626.24000   19.13653  286.04000    0.01734    0.01719    9.02700    6.73643    1.45545    7.64001    1.61855    0.00204    0.06160    0.07780
   1.60000 229.0000000        nan    5.00000  783.87000   23.86101  501.54000   14.26894  213.92000    6.36155  213.46000    6.34718    0.47005    0.01436    0.00000    0.00000  263.69000    7.06203   25.88800    0.84537    0.54648         1.29148   24.18000   29.24415       232.80000       237.67903   -1.09900    0.14950   -0.95420   -4.93400  -35.61020    5.08271  -30.52749  -37.42431  -40.19000  -20.36000    1.97397        -4.45787        -3.81029        -0.10226         2.10653         1.88476         0.02408   14.49000  300.53000    8.76467   60.90000  361.00000 1420.00000 1189.94000  115.53000    0.00066  303.75000   -3.62823    2.17917   -1.66496   -7.05226   12.94955  176.63233   35.58000    0.00000    0.00000    0.51100  626.24000   19.13653  286.04000    0.01964    0.01945    8.90000    7.06927    1.51560    7.84760    1.65356    0.00190    0.06130    0.07580
   1.60000 230.0000000        nan    5.00000  783.87000   23.86101  499.88000   14.21727  199.05000    5.95085  198.66000    5.93859    0.40312    0.01226    0.00000    0.00000  276.24000    7.40695   26.31400    0.85946    0.52015         1.43923   24.02000   29.02132       261.30000       264.24681   -1.01400    0.15390   -0.86560   -5.07100  -32.96387    5.20817  -27.75570  -39.38696  -41.37000  -18.31000    2.25942        -4.40540        -3.70355        -0.10562         2.07836         1.84435         0.02533   14.72000  300.76000    8.69330   60.00000  361.90000 1445.70000 1215.63000  115.55000    0.00058  304.14000   -3.58529    2.01111   -1.78275   -7.00338   13.38168  181.08271   32.93000    0.00000    0.00000    0.47949  626.24000   19.13653  286.04000    0.02225    0.02200    8.77400    7.41455    1.57806    8.05842    1.68920    0.00176    0.06110    0.07390
